id,date time,longitude,latitude
0,2010-05-22 02:49:04,-97.7496260405,30.248923845
0,2010-05-22 17:50:55,-94.716053009,39.2974431129
0,2010-05-22 19:13:12,-94.60591865,38.9852462167
0,2010-05-23 16:50:50,-94.5931743,39.0935326667
0,2010-05-23 17:51:57,-94.59387085,39.09325785
0,2010-05-23 22:40:45,-94.5777092667,39.0004469333
0,2010-05-23 23:13:17,-94.5794659833,39.0019311833
0,2010-05-26 14:16:56,-97.7493124167,30.2679095833
0,2010-05-27 22:39:52,-97.7493953705,30.2691029532
0,2010-05-30 06:17:57,-122.3937249184,37.7953388902
0,2010-05-31 20:10:37,-97.7571630478,30.2448597206
0,2010-06-01 14:38:22,-97.7438453833,30.26485415
0,2010-06-02 00:28:29,-97.7493242919,30.2510462058
0,2010-06-02 15:48:11,-97.7493953705,30.2691029532
0,2010-06-03 22:45:08,-97.7694153786,30.2138611893
0,2010-06-04 13:51:34,-97.7438453833,30.26485415
0,2010-06-04 17:45:21,-97.754092,30.2510314833
0,2010-06-04 21:10:51,-97.7493953705,30.2691029532
0,2010-06-05 01:05:27,-97.7599647667,30.2794862333
0,2010-06-05 19:48:24,-97.7706599236,30.2637747742
0,2010-06-05 22:46:27,-97.7623715333,30.2624620667
0,2010-06-06 14:16:18,-97.040348053,32.8974616458
0,2010-06-06 18:48:32,-122.3861503601,37.6163560649
0,2010-06-06 22:11:04,-122.4076080167,37.7826046833
0,2010-06-06 22:40:29,-122.4038743973,37.7831295924
0,2010-06-07 06:01:04,-122.4050282333,37.7815086
0,2010-06-07 11:06:13,-122.4038743973,37.7831295924
0,2010-06-07 16:34:13,-122.4038743973,37.7831295924
0,2010-06-08 02:29:37,-122.4039494991,37.7854359476
0,2010-06-08 17:03:24,-122.4001254333,37.7825583
0,2010-06-08 20:26:32,-122.4076080167,37.7826046833
0,2010-06-09 00:39:03,-122.4239587784,37.7614446392
0,2010-06-09 19:20:01,-122.4012136459,37.7881916086
0,2010-06-10 00:04:04,-122.3992462045,37.7857173715
0,2010-06-10 02:28:46,-122.4001254333,37.7825583
0,2010-06-10 03:21:53,-122.39790915,37.7795577
0,2010-06-10 19:52:54,-122.403563261,37.7864788714
0,2010-06-10 22:53:50,-122.4038743973,37.7831295924
0,2010-06-12 02:09:29,-94.5871867215,39.0369789909
0,2010-06-12 19:16:57,-94.5939345333,38.9989524833
0,2010-06-13 01:33:20,-94.6036108667,39.05274305
0,2010-06-15 14:20:40,-97.7489610333,30.244761
0,2010-06-16 00:09:30,-97.7493242919,30.2510462058
0,2010-06-17 16:35:00,-97.7493953705,30.2691029532
0,2010-06-18 05:28:17,-97.7489610333,30.244761
0,2010-06-18 19:05:50,-97.7493953705,30.2691029532
0,2010-06-20 01:32:26,-97.7250684167,30.26280055
0,2010-06-21 04:31:09,-97.7623172167,30.2541414667
0,2010-06-21 13:27:02,-97.7536225319,30.2725313677
0,2010-06-21 20:03:10,-97.7493124167,30.2679095833
0,2010-06-22 02:22:27,-97.7459084988,30.2662396721
0,2010-06-23 02:13:01,-97.754092,30.2510314833
0,2010-06-24 14:27:35,-122.3861503601,37.6163560649
0,2010-06-24 16:54:36,-122.3278893833,37.5370606667
0,2010-06-25 04:13:07,-97.6671266556,30.2015573297
0,2010-06-26 22:52:34,-97.7618140833,30.26175155
0,2010-06-27 01:06:11,-97.7379798889,30.2638859739
0,2010-06-27 18:20:17,-97.7493242919,30.2510462058
0,2010-06-27 21:02:17,-97.7672601333,30.26406815
0,2010-06-28 20:15:22,-97.7493124167,30.2679095833
0,2010-06-29 14:52:50,-97.7438453833,30.26485415
0,2010-07-02 17:51:31,-97.7483066333,30.27055195
0,2010-07-03 00:02:18,-97.7225679159,30.2835524458
0,2010-07-03 17:32:46,-97.7571630478,30.2448597206
0,2010-07-04 23:47:39,-97.769175,30.2545781333
0,2010-07-05 01:06:29,-97.7503716946,30.2627183704
0,2010-07-07 17:40:19,-97.7482661605,30.269767797
0,2010-07-08 16:56:27,-97.7452111244,30.2811204101
0,2010-07-09 00:55:03,-97.7195692062,30.3170157639
0,2010-07-09 15:49:21,-97.7493953705,30.2691029532
0,2010-07-10 00:40:50,-97.7250816461,30.263010098
0,2010-07-11 01:58:45,-97.7495348454,30.2506754911
0,2010-07-11 16:07:19,-97.7456147969,30.2686964002
0,2010-07-12 20:52:19,-97.7493953705,30.2691029532
0,2010-07-12 22:14:34,-97.7493124167,30.2679095833
0,2010-07-13 18:17:34,-97.7493953705,30.2691029532
0,2010-07-17 02:54:37,-97.7672601333,30.26406815
0,2010-07-18 02:22:38,-97.7633857727,30.2557309927
0,2010-07-18 17:19:32,-97.73175715,30.3307521333
0,2010-07-21 00:23:42,-97.7623320667,30.2541434833
0,2010-07-21 02:01:23,-97.7623172167,30.2541414667
0,2010-07-21 18:38:27,-97.6671266556,30.2015573297
0,2010-07-21 21:39:34,-104.673871994,39.8495018818
0,2010-07-22 01:40:44,-106.86401495,39.2191109667
0,2010-07-22 02:58:12,-106.8306456667,39.1933075167
0,2010-07-22 18:22:41,-106.8312478065,39.2011278225
0,2010-07-23 02:00:23,-106.827922567,39.200664267
0,2010-07-25 04:40:18,-106.8168686333,39.1861902333
0,2010-07-25 17:19:54,-106.821248517,39.1910541
0,2010-07-25 22:16:27,-104.673871994,39.8495018818
0,2010-07-26 02:35:03,-104.673871994,39.8495018818
0,2010-07-26 03:19:42,-104.9040591717,39.7641810492
0,2010-07-26 13:36:43,-104.673871994,39.8495018818
0,2010-07-26 16:37:17,-97.6671266556,30.2015573297
0,2010-07-29 17:23:56,-97.7537029982,30.2707337816
0,2010-07-29 23:59:07,-97.7459084988,30.2662396721
0,2010-07-31 01:49:44,-97.754092,30.2510314833
0,2010-07-31 16:53:09,-97.7493124167,30.2679095833
0,2010-08-01 02:54:49,-97.7489662167,30.2509939667
0,2010-08-03 01:08:34,-97.7490263167,30.2515346167
0,2010-08-03 19:27:16,-97.7493124167,30.2679095833
0,2010-08-04 14:51:55,-97.7495319687,30.2499093273
0,2010-08-04 18:51:53,-97.7493953705,30.2691029532
0,2010-08-05 23:01:21,-97.7493953705,30.2691029532
0,2010-08-06 22:29:22,-97.7456724644,30.2690658886
0,2010-08-07 01:06:43,-97.7477914095,30.265405691
0,2010-08-08 18:37:40,-97.7493242919,30.2510462058
0,2010-08-09 14:42:40,-97.7438453833,30.26485415
0,2010-08-12 15:50:54,-97.7493953705,30.2691029532
0,2010-08-12 23:00:12,-97.7493953705,30.2691029532
0,2010-08-13 18:10:47,-97.7493953705,30.2691029532
0,2010-08-14 16:27:11,-97.7541106939,30.272031012
0,2010-08-14 22:18:19,-97.73298025,30.2642977167
0,2010-08-17 20:39:25,-97.7493953705,30.2691029532
0,2010-08-17 21:46:15,-97.7515263333,30.2450661333
0,2010-08-17 23:48:51,-97.7494704723,30.2493640765
0,2010-08-18 01:56:15,-97.7497132123,30.2702114098
0,2010-08-18 17:56:37,-122.4076080167,37.7826046833
0,2010-08-19 00:49:02,-122.1525514126,37.4157602871
0,2010-08-19 04:12:03,-122.2122015167,37.4191867667
0,2010-08-19 07:06:11,-122.4106178,37.78594785
0,2010-08-19 20:20:56,-122.4271774292,37.759688872
0,2010-08-19 20:51:29,-122.4257665873,37.7615082532
0,2010-08-19 21:59:09,-122.3861503601,37.6163560649
0,2010-08-20 02:49:08,-97.6671266556,30.2015573297
0,2010-08-21 18:10:00,-97.7571630478,30.2448597206
0,2010-08-23 14:45:49,-97.7493124167,30.2679095833
0,2010-08-24 16:26:53,-97.7493953705,30.2691029532
0,2010-08-24 17:33:20,-97.7537029982,30.2707337816
0,2010-08-25 02:03:08,-97.7706599236,30.2637747742
0,2010-08-25 18:59:04,-97.7493953705,30.2691029532
0,2010-08-26 00:09:46,-97.7507881833,30.2464607667
0,2010-08-26 14:11:36,-97.7438453833,30.26485415
0,2010-08-26 22:47:32,-97.7459084988,30.2662396721
0,2010-08-28 01:12:11,-97.7489610333,30.244761
