name,date time,longitude,latitude
366,2008-02-02 15:51:52,116.44928,39.80604
366,2008-02-02 15:51:57,116.44934,39.80603
366,2008-02-02 15:52:02,116.44935,39.80601
366,2008-02-02 15:52:07,116.44935,39.80596
366,2008-02-02 15:52:12,116.44935,39.80594
366,2008-02-02 15:52:17,116.44935,39.80596
366,2008-02-02 15:52:22,116.44935,39.80598
366,2008-02-02 15:52:27,116.44935,39.806
366,2008-02-02 15:52:32,116.44936,39.80602
366,2008-02-02 15:52:37,116.44936,39.80603
366,2008-02-02 15:52:42,116.44936,39.80604
366,2008-02-02 15:52:47,116.44936,39.80605
366,2008-02-02 15:52:52,116.44936,39.80607
366,2008-02-02 15:52:57,116.44936,39.80608
366,2008-02-02 15:53:02,116.44937,39.80609
366,2008-02-02 15:53:07,116.44937,39.80611
366,2008-02-02 15:53:12,116.44938,39.80613
366,2008-02-02 15:53:22,116.44939,39.80615
366,2008-02-02 15:53:27,116.44939,39.80615
366,2008-02-02 15:53:37,116.44939,39.80615
366,2008-02-02 15:53:42,116.44938,39.80615
366,2008-02-02 15:53:47,116.44938,39.80616
366,2008-02-02 15:53:52,116.44938,39.80617
366,2008-02-02 15:54:02,116.44938,39.80618
366,2008-02-02 15:54:07,116.44938,39.80619
366,2008-02-02 15:54:12,116.44938,39.8062
366,2008-02-02 15:54:22,116.44938,39.80621
366,2008-02-02 15:54:27,116.44937,39.80622
366,2008-02-02 15:54:32,116.44937,39.80622
366,2008-02-02 15:54:37,116.44937,39.80623
366,2008-02-02 15:54:42,116.44937,39.80624
366,2008-02-02 15:54:47,116.44937,39.80624
366,2008-02-02 15:54:52,116.44937,39.80625
366,2008-02-02 15:54:57,116.44937,39.80626
366,2008-02-02 15:55:07,116.44937,39.80626
366,2008-02-02 15:55:17,116.44938,39.80626
366,2008-02-02 15:55:22,116.44938,39.80626
366,2008-02-02 15:55:27,116.44938,39.80626
366,2008-02-02 15:55:32,116.44939,39.80626
366,2008-02-02 15:55:37,116.44939,39.80625
366,2008-02-02 15:55:47,116.4494,39.80625
366,2008-02-02 15:55:47,116.4494,39.80625
366,2008-02-02 15:55:52,116.4494,39.80625
366,2008-02-02 15:55:52,116.4494,39.80625
366,2008-02-02 15:55:57,116.4494,39.80625
366,2008-02-02 15:56:02,116.4494,39.80624
366,2008-02-02 15:56:07,116.44941,39.80624
366,2008-02-02 15:56:12,116.44941,39.80624
366,2008-02-02 15:56:17,116.44941,39.80624
366,2008-02-02 15:56:22,116.44941,39.80624
366,2008-02-02 15:56:27,116.44941,39.80624
366,2008-02-02 15:56:32,116.44941,39.80624
366,2008-02-02 15:56:37,116.44941,39.80624
366,2008-02-02 15:56:42,116.44941,39.80623
366,2008-02-02 15:56:47,116.44941,39.80623
366,2008-02-02 15:56:52,116.44941,39.80623
366,2008-02-02 15:56:57,116.44941,39.80623
366,2008-02-02 15:57:02,116.44941,39.80623
366,2008-02-02 15:57:07,116.44941,39.80623
366,2008-02-02 15:57:12,116.44941,39.80623
366,2008-02-02 15:57:17,116.44941,39.80623
366,2008-02-02 15:57:22,116.44941,39.80623
366,2008-02-02 15:57:27,116.44941,39.80623
366,2008-02-02 15:57:32,116.44941,39.80623
366,2008-02-02 15:57:37,116.44942,39.80623
366,2008-02-02 15:57:42,116.44942,39.80623
366,2008-02-02 15:57:47,116.44942,39.80622
366,2008-02-02 15:57:57,116.44942,39.80622
366,2008-02-02 15:58:02,116.44942,39.80622
366,2008-02-02 15:58:07,116.44942,39.80622
366,2008-02-02 15:58:12,116.44942,39.80622
366,2008-02-02 15:58:17,116.44942,39.80622
366,2008-02-02 15:58:22,116.44942,39.80622
366,2008-02-02 15:58:27,116.44942,39.80622
366,2008-02-02 15:58:32,116.44942,39.80622
366,2008-02-02 15:58:37,116.44942,39.80622
366,2008-02-02 15:58:42,116.44942,39.80622
366,2008-02-02 15:58:47,116.44942,39.80622
366,2008-02-02 15:58:52,116.44942,39.80622
366,2008-02-02 15:58:57,116.44943,39.80621
366,2008-02-02 15:59:02,116.44943,39.80621
366,2008-02-02 15:59:07,116.44943,39.80621
366,2008-02-02 15:59:12,116.44943,39.80621
366,2008-02-02 15:59:17,116.44943,39.80621
366,2008-02-02 15:59:22,116.44943,39.80621
366,2008-02-02 15:59:27,116.44943,39.80621
366,2008-02-02 15:59:32,116.44943,39.80621
366,2008-02-02 15:59:37,116.44943,39.80621
366,2008-02-02 15:59:42,116.44943,39.80621
366,2008-02-02 15:59:47,116.44943,39.80621
366,2008-02-02 15:59:52,116.44942,39.80621
366,2008-02-02 15:59:57,116.44942,39.80621
366,2008-02-02 16:00:02,116.44942,39.80622
366,2008-02-02 16:00:07,116.44942,39.80622
366,2008-02-02 16:00:12,116.44942,39.80622
366,2008-02-02 16:00:17,116.44942,39.80623
