date time,longitude,latitude
2008-02-05 05:37:31,116.44994,39.80586
2008-02-05 05:37:36,116.44989,39.80589
2008-02-05 05:37:41,116.44984,39.80591
2008-02-05 05:37:46,116.44981,39.80593
2008-02-05 05:37:51,116.44978,39.80595
2008-02-05 05:37:56,116.44975,39.80596
2008-02-05 05:38:01,116.44973,39.80597
2008-02-05 05:38:06,116.44971,39.80597
2008-02-05 05:38:11,116.4497,39.80598
2008-02-05 05:38:16,116.44969,39.80598
2008-02-05 05:38:21,116.44968,39.80599
2008-02-05 05:38:26,116.44968,39.80599
2008-02-05 05:38:31,116.44968,39.806
2008-02-05 05:38:36,116.44968,39.806
2008-02-05 05:38:41,116.44969,39.806
2008-02-05 05:38:46,116.44969,39.806
2008-02-05 05:38:51,116.44969,39.80601
2008-02-05 05:38:56,116.4497,39.806
2008-02-05 05:39:01,116.44971,39.80599
2008-02-05 05:39:06,116.44971,39.806
2008-02-05 05:39:11,116.44971,39.80602
2008-02-05 05:39:16,116.4497,39.80603
2008-02-05 05:39:21,116.4497,39.80604
2008-02-05 05:39:26,116.44969,39.80605
2008-02-05 05:39:31,116.44969,39.80606
2008-02-05 05:39:36,116.44968,39.80607
2008-02-05 05:39:41,116.44967,39.80608
2008-02-05 05:39:46,116.44967,39.80608
2008-02-05 05:39:51,116.44966,39.80609
2008-02-05 05:39:56,116.44965,39.8061
2008-02-05 05:40:01,116.44964,39.80611
2008-02-05 05:40:06,116.44963,39.80611
2008-02-05 05:40:11,116.44963,39.80612
2008-02-05 05:40:16,116.44962,39.80613
2008-02-05 05:40:21,116.44961,39.80613
2008-02-05 05:40:26,116.44961,39.80614
2008-02-05 05:40:31,116.4496,39.80614
2008-02-05 05:40:36,116.4496,39.80615
2008-02-05 05:40:41,116.44959,39.80616
2008-02-05 05:40:46,116.4496,39.80616
2008-02-05 05:40:51,116.4496,39.80616
2008-02-05 05:40:56,116.4496,39.80616
2008-02-05 05:41:01,116.4496,39.80616
2008-02-05 05:41:06,116.4496,39.80617
2008-02-05 05:41:11,116.44959,39.80617
2008-02-05 05:41:16,116.44959,39.80617
2008-02-05 05:41:21,116.44959,39.80618
2008-02-05 05:41:26,116.44958,39.80618
2008-02-05 05:41:31,116.44958,39.80618
2008-02-05 05:41:36,116.44957,39.80619
2008-02-05 05:41:41,116.44957,39.80619
2008-02-05 05:41:46,116.44956,39.80619
2008-02-05 05:41:51,116.44956,39.8062
