date time,longitude,latitude
2008-02-05 09:21:10,116.4495,39.80638
2008-02-05 09:21:15,116.44952,39.80642
2008-02-05 09:21:20,116.44952,39.80643
2008-02-05 09:21:25,116.4495,39.80643
2008-02-05 09:21:30,116.44949,39.80642
2008-02-05 09:21:35,116.44948,39.80641
2008-02-05 09:21:40,116.44947,39.80641
2008-02-05 09:21:45,116.44945,39.8064
2008-02-05 09:21:55,116.44941,39.80639
2008-02-05 09:22:00,116.44942,39.8064
2008-02-05 09:22:05,116.44942,39.80641
2008-02-05 09:22:10,116.44941,39.8064
2008-02-05 09:22:15,116.44879,39.80593
2008-02-05 09:22:20,116.44879,39.80593
2008-02-05 09:22:25,116.44879,39.80593
2008-02-05 09:22:30,116.44879,39.80593
2008-02-05 09:22:35,116.44879,39.80593
2008-02-05 09:22:40,116.44878,39.80593
2008-02-05 09:22:45,116.44879,39.80593
2008-02-05 09:22:50,116.44933,39.80635
2008-02-05 09:22:55,116.44933,39.80635
2008-02-05 09:23:05,116.4497,39.80652
2008-02-05 09:23:10,116.44969,39.80648
2008-02-05 09:23:20,116.44965,39.80644
2008-02-05 09:23:25,116.44961,39.80645
2008-02-05 09:23:30,116.44955,39.80645
2008-02-05 09:23:35,116.44951,39.80645
2008-02-05 09:23:40,116.44948,39.80646
2008-02-05 09:23:45,116.44946,39.80645
2008-02-05 09:23:50,116.44945,39.80644
2008-02-05 09:23:55,116.44944,39.80643
2008-02-05 09:24:06,116.44942,39.8064
2008-02-05 09:24:10,116.44942,39.8064
2008-02-05 09:24:15,116.44942,39.8064
2008-02-05 09:24:20,116.44942,39.8064
2008-02-05 09:24:25,116.44942,39.8064
2008-02-05 09:24:30,116.44942,39.8064
2008-02-05 09:24:35,116.44942,39.80639
2008-02-05 09:24:40,116.44941,39.80639
2008-02-05 09:24:50,116.44941,39.80638
2008-02-05 09:24:55,116.44941,39.80638
2008-02-05 09:25:00,116.44941,39.80638
2008-02-05 09:25:05,116.44941,39.80638
2008-02-05 09:25:10,116.44941,39.80638
2008-02-05 09:25:15,116.44941,39.80637
2008-02-05 09:25:15,116.44941,39.80637
2008-02-05 09:25:20,116.44941,39.80637
2008-02-05 09:25:20,116.44941,39.80637
2008-02-05 09:25:25,116.4494,39.80637
2008-02-05 09:25:30,116.4494,39.80637
2008-02-05 09:25:35,116.4494,39.80637
2008-02-05 09:25:40,116.4494,39.80636
2008-02-05 09:25:45,116.4494,39.80636
2008-02-05 09:25:50,116.4494,39.80636
2008-02-05 09:25:55,116.44939,39.80636
2008-02-05 09:26:00,116.44938,39.80636
2008-02-05 09:26:05,116.44938,39.80636
2008-02-05 09:26:10,116.44936,39.80635
2008-02-05 09:26:15,116.44936,39.80635
2008-02-05 09:26:20,116.44936,39.80635
2008-02-05 09:26:25,116.44936,39.80635
2008-02-05 09:26:30,116.44936,39.80635
2008-02-05 09:26:35,116.44937,39.80635
2008-02-05 09:26:40,116.44937,39.80635
2008-02-05 09:26:45,116.44937,39.80636
2008-02-05 09:26:50,116.44937,39.80636
2008-02-05 09:26:55,116.44937,39.80635
2008-02-05 09:27:00,116.44937,39.80635
2008-02-05 09:27:05,116.44937,39.80635
2008-02-05 09:27:10,116.44938,39.80635
2008-02-05 09:27:15,116.44938,39.80635
2008-02-05 09:27:20,116.44938,39.80635
2008-02-05 09:27:25,116.44938,39.80635
2008-02-05 09:27:30,116.44938,39.80635
2008-02-05 09:27:35,116.44939,39.80635
2008-02-05 09:27:40,116.44938,39.80635
2008-02-05 09:27:45,116.44938,39.80635
2008-02-05 09:27:50,116.44938,39.80635
2008-02-05 09:27:55,116.44938,39.80635
2008-02-05 09:28:00,116.44939,39.80635
2008-02-05 09:28:05,116.44939,39.80635
2008-02-05 09:28:10,116.44939,39.80635
2008-02-05 09:28:15,116.44939,39.80635
2008-02-05 09:28:20,116.44938,39.80635
2008-02-05 09:28:25,116.44938,39.80635
2008-02-05 09:28:30,116.44938,39.80634
2008-02-05 09:28:35,116.44938,39.80634
2008-02-05 09:28:40,116.44938,39.80634
2008-02-05 09:28:45,116.44938,39.80634
2008-02-05 09:28:50,116.44938,39.80633
2008-02-05 09:28:55,116.44938,39.80633
2008-02-05 09:29:00,116.44938,39.80632
2008-02-05 09:29:05,116.44938,39.80632
2008-02-05 09:29:10,116.44938,39.80633
2008-02-05 09:29:15,116.44938,39.80633
2008-02-05 09:29:20,116.44938,39.80633
2008-02-05 09:29:25,116.44939,39.80633
2008-02-05 09:29:30,116.44939,39.80633
2008-02-05 09:29:35,116.44939,39.80633
2008-02-05 09:29:40,116.44939,39.80633
2008-02-05 09:29:45,116.44939,39.80633
2008-02-05 09:29:50,116.4494,39.80633
2008-02-05 09:29:55,116.4494,39.80633
2008-02-05 09:30:00,116.4494,39.80634
2008-02-05 09:30:05,116.4494,39.80634
2008-02-05 09:30:05,116.4494,39.80634
2008-02-05 09:30:10,116.44939,39.80634
2008-02-05 09:30:10,116.44939,39.80634
2008-02-05 09:30:15,116.44939,39.80633
2008-02-05 09:30:20,116.44939,39.80634
2008-02-05 09:30:25,116.44939,39.80634
2008-02-05 09:30:30,116.44939,39.80634
2008-02-05 09:30:35,116.44939,39.80633
2008-02-05 09:30:40,116.44939,39.80634
2008-02-05 09:30:45,116.4494,39.80634
2008-02-05 09:30:50,116.4494,39.80634
2008-02-05 09:30:55,116.4494,39.80634
2008-02-05 09:31:00,116.4494,39.80634
2008-02-05 09:31:05,116.4494,39.80634
2008-02-05 09:31:15,116.4494,39.80634
2008-02-05 09:31:20,116.4494,39.80634
2008-02-05 09:31:25,116.44941,39.80634
2008-02-05 09:31:30,116.44941,39.80634
2008-02-05 09:31:35,116.44941,39.80634
2008-02-05 09:31:40,116.44941,39.80634
2008-02-05 09:31:45,116.4494,39.80634
2008-02-05 09:31:50,116.4494,39.80634
2008-02-05 09:31:55,116.4494,39.80634
2008-02-05 09:32:00,116.44941,39.80634
2008-02-05 09:32:05,116.44941,39.80634
2008-02-05 09:32:10,116.44941,39.80635
2008-02-05 09:32:15,116.44941,39.80635
2008-02-05 09:32:20,116.44942,39.80635
2008-02-05 09:32:25,116.44942,39.80635
2008-02-05 09:32:35,116.44942,39.80635
2008-02-05 09:32:40,116.44942,39.80635
2008-02-05 09:32:45,116.44943,39.80635
