name,date time,longitude,latitude
4,2016-03-24 17:55:31,105.8320576,21.0152235
4,2016-03-24 17:56:25,105.8319313,21.0152797
4,2016-03-24 17:57:29,105.8319284,21.0152785
4,2016-03-24 17:58:30,105.8320565,21.0152246
4,2016-03-24 17:59:21,105.8320564,21.0152243
4,2016-03-24 18:00:23,105.8319925,21.0152513
4,2016-03-24 18:01:25,105.8320009,21.0152492
4,2016-03-24 18:02:26,105.8319927,21.0152495
4,2016-03-24 18:03:27,105.8319927,21.0152495
4,2016-03-24 18:04:19,105.8320565,21.0152246
4,2016-03-24 18:05:19,105.8320564,21.0152243
4,2016-03-24 18:06:20,105.8320576,21.0152235
4,2016-03-24 18:07:21,105.8320576,21.0152235
4,2016-03-24 18:08:23,105.8320564,21.0152243
4,2016-03-24 18:09:25,105.8320564,21.0152243
4,2016-03-24 18:10:25,105.8320576,21.0152235
4,2016-03-24 18:11:27,105.8320583,21.0152261
4,2016-03-24 18:12:29,105.8320576,21.0152235
4,2016-03-24 18:13:21,105.8320565,21.0152246
4,2016-03-24 18:14:22,105.8320565,21.0152246
4,2016-03-24 18:15:23,105.8320583,21.0152261
4,2016-03-24 18:16:25,105.8320564,21.0152243
4,2016-03-24 18:17:26,105.8320564,21.0152243
4,2016-03-24 18:18:27,105.8320583,21.0152261
4,2016-03-24 18:19:28,105.8320565,21.0152246
4,2016-03-24 18:20:30,105.8320583,21.0152261
4,2016-03-24 18:21:31,105.8320583,21.0152261
4,2016-03-24 18:22:25,105.8320565,21.0152246
4,2016-03-24 18:23:25,105.8320565,21.0152246
4,2016-03-24 18:24:28,105.8320565,21.0152246
4,2016-03-24 18:25:29,105.8320565,21.0152246
4,2016-03-24 18:26:29,105.8320564,21.0152243
4,2016-03-24 18:27:31,105.8320565,21.0152246
4,2016-03-24 18:28:19,105.8320565,21.0152246
4,2016-03-24 18:29:19,105.8319973,21.0152521
4,2016-03-24 18:30:20,105.8320001,21.0152512
4,2016-03-24 18:31:22,105.8320056,21.015248
4,2016-03-24 18:32:24,105.831981,21.0152501
4,2016-03-24 18:33:24,105.8320564,21.0152243
4,2016-03-24 18:34:25,105.8320564,21.0152243
4,2016-03-24 18:35:26,105.8320565,21.0152246
4,2016-03-24 18:36:30,105.8319842,21.0152506
4,2016-03-24 18:37:31,105.8319594,21.0152589
4,2016-03-24 18:38:32,105.8320006,21.0152491
4,2016-03-24 18:39:27,105.8320565,21.0152246
4,2016-03-24 18:40:29,105.8320565,21.0152246
4,2016-03-24 18:41:32,105.8320565,21.0152246
4,2016-03-24 18:42:33,105.8320565,21.0152246
4,2016-03-24 18:43:34,105.8320583,21.0152261
4,2016-03-24 18:44:26,105.8320566,21.0152244
4,2016-03-24 18:45:28,105.8320566,21.0152244
4,2016-03-24 18:46:20,105.8320565,21.0152246
4,2016-03-24 18:47:20,105.8319884,21.0152714
4,2016-03-24 18:48:22,105.8320006,21.0152702
4,2016-03-24 18:49:23,105.8320021,21.0152706
4,2016-03-24 18:50:28,105.8319989,21.0152707
4,2016-03-24 18:51:21,105.8320457,21.0152763
4,2016-03-24 18:52:23,105.8319753,21.0152707
4,2016-03-24 18:53:23,105.8319486,21.0152788
4,2016-03-24 18:54:24,105.8319753,21.0152707
4,2016-03-24 18:55:25,105.8320469,21.0152653
4,2016-03-24 18:56:27,105.8320469,21.0152653
4,2016-03-24 18:57:28,105.832048,21.0152502
4,2016-03-24 18:58:32,105.8320467,21.0152588
4,2016-03-24 18:59:32,105.8320479,21.0152602
4,2016-03-24 19:00:33,105.831984,21.0154546
4,2016-03-24 19:01:34,105.8319758,21.0154654
