name,date time,longitude,latitude
75,2008-02-05 13:45:49,116.44955,39.80614
75,2008-02-05 13:45:54,116.44955,39.80615
75,2008-02-05 13:45:59,116.44954,39.80615
75,2008-02-05 13:46:44,116.44953,39.80614
75,2008-02-05 13:48:04,116.44949,39.80626
75,2008-02-05 13:55:39,116.44945,39.80622
name,date time,longitude,latitude
75,2008-02-05 13:45:49,116.44955,39.80614
75,2008-02-05 13:45:54,116.44955,39.80615
75,2008-02-05 13:45:59,116.44954,39.80615
75,2008-02-05 13:46:44,116.44953,39.80614
75,2008-02-05 13:48:04,116.44949,39.80626
75,2008-02-05 13:55:39,116.44945,39.80622
