date time,longitude,latitude
2008-02-06 16:59:32,115.77295,39.7722
2008-02-06 16:59:33,115.77295,39.77217
2008-02-06 16:59:34,115.77295,39.77215
2008-02-06 16:59:36,115.77295,39.77213
2008-02-06 16:59:37,115.77294,39.77213
2008-02-06 16:59:38,115.77293,39.77212
2008-02-06 16:59:39,115.77294,39.77213
2008-02-06 16:59:40,115.77294,39.77213
2008-02-06 16:59:41,115.77293,39.77213
2008-02-06 16:59:42,115.77293,39.77213
2008-02-06 16:59:43,115.77293,39.77213
2008-02-06 16:59:44,115.77293,39.77213
2008-02-06 16:59:45,115.77293,39.77213
2008-02-06 16:59:46,115.77293,39.77214
2008-02-06 16:59:47,115.77292,39.77214
2008-02-06 16:59:48,115.77292,39.77213
2008-02-06 16:59:49,115.77292,39.77213
2008-02-06 16:59:51,115.77292,39.77213
2008-02-06 16:59:52,115.77292,39.77213
2008-02-06 16:59:53,115.77293,39.77214
2008-02-06 16:59:53,115.77293,39.77214
2008-02-06 16:59:54,115.77293,39.77214
2008-02-06 16:59:54,115.77293,39.77214
2008-02-06 16:59:55,115.77293,39.77215
2008-02-06 16:59:55,115.77293,39.77215
2008-02-06 16:59:56,115.77293,39.77215
2008-02-06 16:59:56,115.77293,39.77215
2008-02-06 16:59:57,115.77295,39.77217
2008-02-06 16:59:57,115.77295,39.77217
2008-02-06 16:59:58,115.77295,39.77217
2008-02-06 16:59:58,115.77295,39.77217
2008-02-06 16:59:59,115.77295,39.77217
2008-02-06 16:59:59,115.77295,39.77217
2008-02-06 17:00:00,115.77294,39.77216
2008-02-06 17:00:00,115.77294,39.77216
2008-02-06 17:00:01,115.77294,39.77216
2008-02-06 17:00:01,115.77294,39.77216
2008-02-06 17:00:03,115.77295,39.77216
2008-02-06 17:00:03,115.77295,39.77216
2008-02-06 17:00:04,115.77295,39.77216
2008-02-06 17:00:05,115.77295,39.77216
2008-02-06 17:00:06,115.77295,39.77216
2008-02-06 17:00:07,115.77295,39.77216
2008-02-06 17:00:08,115.77295,39.77216
