name,date time,longitude,latitude
0,2008-02-02 14:56:37,116.44948,39.8064
0,2008-02-02 14:56:42,116.44948,39.8064
0,2008-02-02 14:56:47,116.44948,39.8064
0,2008-02-02 14:56:57,116.44948,39.8064
0,2008-02-02 14:57:02,116.44948,39.80641
0,2008-02-02 14:57:12,116.44947,39.80641
0,2008-02-02 14:57:17,116.44947,39.80641
0,2008-02-02 14:57:22,116.44947,39.80642
0,2008-02-02 14:57:27,116.44947,39.80642
0,2008-02-02 14:57:37,116.44946,39.80642
0,2008-02-02 14:57:47,116.44946,39.80643
0,2008-02-02 14:57:47,116.44946,39.80643
0,2008-02-02 14:57:52,116.44946,39.80643
0,2008-02-02 14:57:57,116.44946,39.80643
0,2008-02-02 14:58:02,116.44945,39.80643
0,2008-02-02 14:58:07,116.44945,39.80643
0,2008-02-02 14:58:12,116.44945,39.80643
0,2008-02-02 14:58:22,116.44944,39.80643
0,2008-02-02 14:58:27,116.44944,39.80644
0,2008-02-02 14:58:32,116.44944,39.80644
0,2008-02-02 14:58:37,116.44944,39.80644
0,2008-02-02 14:58:42,116.44944,39.80644
0,2008-02-02 14:58:47,116.44944,39.80644
0,2008-02-02 14:58:57,116.44943,39.80644
0,2008-02-02 14:59:02,116.44943,39.80645
0,2008-02-02 14:59:07,116.44943,39.80645
0,2008-02-02 14:59:12,116.44943,39.80645
0,2008-02-02 14:59:17,116.44943,39.80645
0,2008-02-02 14:59:22,116.44943,39.80645
0,2008-02-02 14:59:27,116.44943,39.80645
0,2008-02-02 14:59:32,116.44943,39.80645
0,2008-02-02 14:59:37,116.44943,39.80645
0,2008-02-02 14:59:47,116.44943,39.80645
0,2008-02-02 14:59:52,116.44943,39.80645
0,2008-02-02 14:59:57,116.44943,39.80646
0,2008-02-02 15:00:02,116.44943,39.80646
0,2008-02-02 15:00:07,116.44943,39.80646
0,2008-02-02 15:00:12,116.44943,39.80646
0,2008-02-02 15:00:17,116.44943,39.80647
0,2008-02-02 15:00:22,116.44943,39.80647
0,2008-02-02 15:00:27,116.44943,39.80647
0,2008-02-02 15:00:32,116.44943,39.80648
0,2008-02-02 15:00:37,116.44943,39.80648
0,2008-02-02 15:00:47,116.44943,39.80649
0,2008-02-02 15:00:52,116.44943,39.80649
0,2008-02-02 15:00:57,116.44943,39.80649
0,2008-02-02 15:01:02,116.44943,39.80649
0,2008-02-02 15:01:07,116.44943,39.80649
0,2008-02-02 15:01:17,116.44943,39.80649
0,2008-02-02 15:01:22,116.44943,39.80649
0,2008-02-02 15:01:27,116.44943,39.80649
0,2008-02-02 15:01:32,116.44942,39.80649
0,2008-02-02 15:01:42,116.44942,39.80649
0,2008-02-02 15:01:57,116.44931,39.80679
0,2008-02-02 15:02:02,116.44929,39.80673
0,2008-02-02 15:02:07,116.44927,39.80669
0,2008-02-02 15:02:12,116.44926,39.80666
0,2008-02-02 15:02:17,116.44925,39.80663
0,2008-02-02 15:02:22,116.44925,39.80661
0,2008-02-02 15:02:32,116.44924,39.80659
0,2008-02-02 15:02:37,116.44924,39.80658
0,2008-02-02 15:02:37,116.44924,39.80658
0,2008-02-02 15:02:42,116.44924,39.80657
0,2008-02-02 15:02:47,116.44923,39.80656
0,2008-02-02 15:02:52,116.44923,39.80655
0,2008-02-02 15:02:57,116.44923,39.80654
0,2008-02-02 15:03:02,116.44923,39.80654
0,2008-02-02 15:03:07,116.44923,39.80653
0,2008-02-02 15:03:12,116.44923,39.80652
0,2008-02-02 15:03:22,116.44923,39.80652
0,2008-02-02 15:03:27,116.44924,39.80652
0,2008-02-02 15:03:32,116.44924,39.80652
0,2008-02-02 15:03:37,116.44984,39.80652
0,2008-02-02 15:03:42,116.44983,39.80652
0,2008-02-02 15:03:47,116.44983,39.80652
0,2008-02-02 15:03:52,116.44982,39.80652
0,2008-02-02 15:04:02,116.4494,39.80628
0,2008-02-02 15:04:07,116.44941,39.80628
0,2008-02-02 15:04:12,116.44942,39.80629
0,2008-02-02 15:04:17,116.44942,39.80629
0,2008-02-02 15:04:22,116.44942,39.80629
0,2008-02-02 15:04:27,116.44943,39.8063
0,2008-02-02 15:04:32,116.44943,39.8063
0,2008-02-02 15:04:42,116.44944,39.80631
0,2008-02-02 15:04:47,116.44945,39.80631
0,2008-02-02 15:04:57,116.44946,39.80632
0,2008-02-02 15:05:02,116.44946,39.80632
0,2008-02-02 15:05:07,116.44946,39.80632
0,2008-02-02 15:05:12,116.44946,39.80632
0,2008-02-02 15:05:22,116.44946,39.80632
0,2008-02-02 15:05:27,116.44946,39.80632
0,2008-02-02 15:05:32,116.44946,39.80633
0,2008-02-02 15:05:37,116.44946,39.80633
0,2008-02-02 15:05:42,116.44946,39.80633
0,2008-02-02 15:05:47,116.44946,39.80633
0,2008-02-02 15:05:52,116.44946,39.80633
0,2008-02-02 15:05:57,116.44946,39.80633
0,2008-02-02 15:06:02,116.44946,39.80633
0,2008-02-02 15:06:07,116.44946,39.80633
0,2008-02-02 15:06:12,116.44946,39.80633
0,2008-02-02 15:06:17,116.44946,39.80634
0,2008-02-02 15:06:22,116.44946,39.80634
0,2008-02-02 15:06:27,116.44946,39.80635
0,2008-02-02 15:06:32,116.44945,39.80635
0,2008-02-02 15:06:37,116.44946,39.80635
0,2008-02-02 15:06:42,116.44946,39.80635
0,2008-02-02 15:06:47,116.44946,39.80635
0,2008-02-02 15:06:52,116.44946,39.80636
0,2008-02-02 15:06:57,116.44946,39.80636
0,2008-02-02 15:07:02,116.44946,39.80636
0,2008-02-02 15:07:07,116.44946,39.80636
0,2008-02-02 15:07:12,116.44945,39.80636
0,2008-02-02 15:07:17,116.44946,39.80636
0,2008-02-02 15:07:22,116.44946,39.80636
0,2008-02-02 15:07:27,116.44946,39.80636
0,2008-02-02 15:07:27,116.44946,39.80636
0,2008-02-02 15:07:32,116.44946,39.80637
0,2008-02-02 15:07:32,116.44946,39.80637
0,2008-02-02 15:07:37,116.44946,39.80637
0,2008-02-02 15:07:42,116.44946,39.80637
0,2008-02-02 15:07:47,116.44946,39.80637
0,2008-02-02 15:07:52,116.44946,39.80637
0,2008-02-02 15:07:57,116.44947,39.80637
0,2008-02-02 15:08:02,116.44947,39.80637
0,2008-02-02 15:08:07,116.44946,39.80637
0,2008-02-02 15:08:17,116.44946,39.80637
0,2008-02-02 15:08:27,116.44947,39.80637
0,2008-02-02 15:08:32,116.44947,39.80638
0,2008-02-02 15:08:37,116.44947,39.80638
0,2008-02-02 15:08:42,116.44947,39.80638
0,2008-02-02 15:08:47,116.44947,39.80638
0,2008-02-02 15:08:52,116.44947,39.80638
0,2008-02-02 15:08:57,116.44947,39.80638
0,2008-02-02 15:09:07,116.44947,39.80638
0,2008-02-02 15:09:12,116.44948,39.80639
0,2008-02-02 15:09:22,116.44948,39.80638
0,2008-02-02 15:09:27,116.44948,39.80638
0,2008-02-02 15:09:32,116.44948,39.80638
0,2008-02-02 15:09:37,116.44948,39.80638
0,2008-02-02 15:09:42,116.44948,39.80638
0,2008-02-02 15:09:47,116.44948,39.80639
0,2008-02-02 15:09:52,116.44948,39.80639
0,2008-02-02 15:09:57,116.44948,39.80639
0,2008-02-02 15:10:02,116.44948,39.80639
0,2008-02-02 15:10:07,116.44948,39.80639
0,2008-02-02 15:10:12,116.44948,39.80638
0,2008-02-02 15:10:17,116.44948,39.80638
0,2008-02-02 15:10:22,116.44948,39.80638
0,2008-02-02 15:10:27,116.44949,39.80637
0,2008-02-02 15:10:32,116.44949,39.80637
0,2008-02-02 15:10:37,116.44949,39.80637
0,2008-02-02 15:10:42,116.44949,39.80637
0,2008-02-02 15:10:47,116.44949,39.80637
0,2008-02-02 15:10:52,116.44949,39.80637
0,2008-02-02 15:10:57,116.44949,39.80637
0,2008-02-02 15:11:02,116.44949,39.80637
0,2008-02-02 15:11:07,116.44948,39.80637
0,2008-02-02 15:11:12,116.44948,39.80637
0,2008-02-02 15:11:17,116.44948,39.80638
0,2008-02-02 15:11:22,116.44948,39.80638
0,2008-02-02 15:11:27,116.44948,39.80638
0,2008-02-02 15:11:32,116.44948,39.80638
0,2008-02-02 15:11:37,116.44948,39.80638
0,2008-02-02 15:11:42,116.44948,39.80638
0,2008-02-02 15:11:47,116.44948,39.80637
0,2008-02-02 15:11:57,116.44948,39.80638
0,2008-02-02 15:12:02,116.44948,39.80638
0,2008-02-02 15:12:07,116.44948,39.80638
0,2008-02-02 15:12:12,116.44948,39.80638
0,2008-02-02 15:12:17,116.44948,39.80638
0,2008-02-02 15:12:17,116.44948,39.80638
0,2008-02-02 15:12:22,116.44948,39.80637
0,2008-02-02 15:12:22,116.44948,39.80637
0,2008-02-02 15:12:27,116.44948,39.80637
0,2008-02-02 15:12:32,116.44948,39.80637
0,2008-02-02 15:12:37,116.44948,39.80638
0,2008-02-02 15:12:42,116.44948,39.80638
0,2008-02-02 15:12:52,116.44948,39.80638
0,2008-02-02 15:13:02,116.44948,39.80638
0,2008-02-02 15:13:07,116.44948,39.80638
0,2008-02-02 15:13:12,116.44948,39.80638
0,2008-02-02 15:13:17,116.44948,39.80638
0,2008-02-02 15:13:22,116.44948,39.80638
0,2008-02-02 15:13:27,116.44948,39.80638
0,2008-02-02 15:13:42,116.44948,39.80637
0,2008-02-02 15:13:47,116.44948,39.80637
0,2008-02-02 15:13:52,116.44948,39.80637
0,2008-02-02 15:13:57,116.44948,39.80637
0,2008-02-02 15:14:02,116.44948,39.80637
0,2008-02-02 15:14:07,116.44948,39.80637
0,2008-02-02 15:14:12,116.44948,39.80638
0,2008-02-02 15:14:17,116.44948,39.80638
0,2008-02-02 15:14:22,116.44948,39.80638
0,2008-02-02 15:14:27,116.44948,39.80638
0,2008-02-02 15:14:32,116.44947,39.80638
0,2008-02-02 15:14:37,116.44947,39.80638
0,2008-02-02 15:14:42,116.44947,39.80638
0,2008-02-02 15:14:47,116.44947,39.80638
0,2008-02-02 15:14:52,116.44947,39.80638
0,2008-02-02 15:14:57,116.44947,39.80638
0,2008-02-02 15:15:02,116.44947,39.80638
0,2008-02-02 15:15:07,116.44947,39.80638
0,2008-02-02 15:15:12,116.44947,39.80638
0,2008-02-02 15:15:17,116.44947,39.80638
0,2008-02-02 15:15:22,116.44947,39.80639
0,2008-02-02 15:15:27,116.44947,39.80639
0,2008-02-02 15:15:32,116.44947,39.80639
0,2008-02-02 15:15:37,116.44947,39.80639
0,2008-02-02 15:15:42,116.44947,39.80639
0,2008-02-02 15:15:52,116.44946,39.80639
0,2008-02-02 15:15:57,116.44946,39.80639
0,2008-02-02 15:16:02,116.44947,39.80639
0,2008-02-02 15:16:07,116.44947,39.80639
0,2008-02-02 15:16:17,116.44946,39.80639
0,2008-02-02 15:16:22,116.44946,39.80639
0,2008-02-02 15:16:32,116.44946,39.80639
0,2008-02-02 15:16:37,116.44946,39.8064
0,2008-02-02 15:16:42,116.44946,39.8064
0,2008-02-02 15:16:52,116.44946,39.8064
0,2008-02-02 15:16:57,116.44946,39.8064
0,2008-02-02 15:17:02,116.44946,39.8064
0,2008-02-02 15:17:07,116.44946,39.8064
0,2008-02-02 15:17:12,116.44946,39.8064
0,2008-02-02 15:17:12,116.44946,39.8064
0,2008-02-02 15:17:17,116.44946,39.8064
0,2008-02-02 15:17:22,116.44946,39.8064
0,2008-02-02 15:17:27,116.44946,39.8064
0,2008-02-02 15:17:32,116.44946,39.8064
0,2008-02-02 15:17:37,116.44946,39.8064
0,2008-02-02 15:17:42,116.44946,39.8064
0,2008-02-02 15:17:47,116.44946,39.8064
0,2008-02-02 15:17:52,116.44946,39.8064
0,2008-02-02 15:17:57,116.44946,39.8064
0,2008-02-02 15:18:02,116.44946,39.8064
0,2008-02-02 15:18:07,116.44946,39.8064
0,2008-02-02 15:18:12,116.44946,39.8064
0,2008-02-02 15:18:17,116.44946,39.8064
0,2008-02-02 15:18:22,116.44946,39.8064
0,2008-02-02 15:18:27,116.44946,39.8064
0,2008-02-02 15:18:37,116.44945,39.8064
0,2008-02-02 15:18:42,116.44945,39.8064
0,2008-02-02 15:18:47,116.44945,39.8064
0,2008-02-02 15:18:52,116.44945,39.8064
0,2008-02-02 15:18:57,116.44945,39.8064
0,2008-02-02 15:19:07,116.44945,39.8064
0,2008-02-02 15:19:17,116.44945,39.8064
0,2008-02-02 15:19:22,116.44945,39.8064
0,2008-02-02 15:19:27,116.44945,39.8064
0,2008-02-02 15:19:32,116.44945,39.8064
0,2008-02-02 15:19:37,116.44945,39.8064
0,2008-02-02 15:19:47,116.44945,39.80641
0,2008-02-02 15:19:57,116.44945,39.80644
0,2008-02-02 15:20:02,116.44945,39.80645
0,2008-02-02 15:20:27,116.44945,39.80645
