name,date time,longitude,latitude
0,2008-02-02 17:47:58,115.77220036697227,39.77082963302747
1,2008-02-02 19:00:54,115.77047213483148,39.771112808988775
2,2008-02-02 20:31:29,116.05967884615383,39.71934480769232
3,2008-02-03 01:17:42,116.32514872340421,39.854494787234074
4,2008-02-03 15:44:48,116.244671,39.84710340000001
5,2008-02-03 17:40:31,115.98333814814823,39.8004476851852
6,2008-02-03 18:27:25,116.05956409523809,39.71926314285714
7,2008-02-04 01:22:24,116.32543388888897,39.85441845679011
8,2008-02-05 00:11:02,116.325342254902,39.854567352941196
9,2008-02-05 13:24:35,116.33217238095239,39.88331063492064
10,2008-02-05 23:55:04,116.32518799331123,39.85445244147161
11,2008-02-06 09:46:02,116.41152709677415,39.91087096774193
12,2008-02-06 11:47:19,116.41066331491723,39.89479591160224
13,2008-02-06 12:36:02,116.32572388888886,39.8543697222222
14,2008-02-06 13:52:39,116.05957578947367,39.71922000000001
15,2008-02-06 14:25:02,116.05932714285713,39.71906984126982
16,2008-02-06 16:59:22,115.77291760273974,39.77229236301373
17,2008-02-08 12:34:36,115.77214205555548,39.77037527777784
