date time,longitude,latitude
2008-02-06 09:04:37,116.3338,39.88574
2008-02-06 09:04:39,116.33383,39.88584
2008-02-06 09:04:39,116.33383,39.88584
2008-02-06 09:04:40,116.33383,39.88587
2008-02-06 09:04:41,116.33384,39.8859
2008-02-06 09:04:43,116.33384,39.88593
2008-02-06 09:04:44,116.33383,39.88593
2008-02-06 09:04:45,116.33383,39.88593
2008-02-06 09:04:46,116.33382,39.88591
2008-02-06 09:04:47,116.3338,39.8859
2008-02-06 09:04:49,116.33377,39.88586
2008-02-06 09:20:11,116.33387,39.88574
2008-02-06 09:20:13,116.33386,39.88574
2008-02-06 09:20:14,116.33383,39.88576
2008-02-06 09:21:06,116.33364,39.88571
2008-02-06 09:21:07,116.33365,39.88572
2008-02-06 09:21:08,116.33365,39.88572
2008-02-06 09:21:09,116.33366,39.88572
2008-02-06 09:21:10,116.33366,39.88572
2008-02-06 09:21:11,116.33366,39.88572
2008-02-06 09:21:12,116.33367,39.88573
2008-02-06 09:21:13,116.33368,39.88574
2008-02-06 09:21:14,116.33369,39.88575
2008-02-06 09:21:15,116.33371,39.88576
2008-02-06 09:21:16,116.33371,39.88576
2008-02-06 09:21:17,116.33371,39.88577
2008-02-06 09:21:18,116.33371,39.88578
2008-02-06 09:21:19,116.33371,39.8858
2008-02-06 09:21:20,116.3337,39.88588
2008-02-06 09:21:21,116.3337,39.88593
2008-02-06 09:21:22,116.3337,39.88597
