date time,longitude,latitude
2008-02-03 15:07:39,116.31693,39.88314
2008-02-03 15:07:40,116.3169,39.88313
2008-02-03 15:07:41,116.31687,39.88313
2008-02-03 15:07:42,116.31684,39.88313
2008-02-03 15:07:43,116.31682,39.88313
2008-02-03 15:07:43,116.31682,39.88313
2008-02-03 15:07:44,116.31681,39.88313
2008-02-03 15:07:44,116.31681,39.88313
2008-02-03 15:07:45,116.3168,39.88313
2008-02-03 15:07:45,116.3168,39.88313
2008-02-03 15:07:46,116.31679,39.88313
2008-02-03 15:07:46,116.31679,39.88313
2008-02-03 15:07:47,116.31678,39.88313
2008-02-03 15:07:47,116.31678,39.88313
2008-02-03 15:07:48,116.31678,39.88313
2008-02-03 15:07:48,116.31678,39.88313
2008-02-03 15:07:49,116.31678,39.88312
2008-02-03 15:07:49,116.31678,39.88312
2008-02-03 15:24:53,116.31674,39.88316
2008-02-03 15:24:54,116.31673,39.88316
