date time,longitude,latitude
2008-02-06 11:47:19,116.41143,39.89454
2008-02-06 11:47:20,116.41135,39.89454
2008-02-06 11:47:21,116.41128,39.89455
2008-02-06 11:47:25,116.41102,39.8946
2008-02-06 11:47:26,116.41096,39.89459
2008-02-06 11:47:27,116.41089,39.8946
2008-02-06 11:47:28,116.41084,39.89461
2008-02-06 11:47:30,116.41075,39.89462
2008-02-06 11:47:31,116.41068,39.89461
2008-02-06 11:47:32,116.41062,39.89461
2008-02-06 11:47:33,116.41058,39.89462
2008-02-06 11:47:37,116.41058,39.8947
2008-02-06 11:47:42,116.41059,39.89472
2008-02-06 11:47:44,116.41059,39.89473
2008-02-06 12:01:41,116.41075,39.89463
2008-02-06 12:01:42,116.41075,39.89463
2008-02-06 12:01:43,116.41075,39.89464
2008-02-06 12:01:44,116.41074,39.89464
2008-02-06 12:01:45,116.41073,39.89465
2008-02-06 12:01:46,116.41073,39.89465
2008-02-06 12:01:47,116.41073,39.89466
2008-02-06 12:01:48,116.41072,39.89467
2008-02-06 12:01:49,116.41072,39.89467
2008-02-06 12:01:50,116.41072,39.89467
2008-02-06 12:01:51,116.41072,39.89467
2008-02-06 12:01:52,116.41072,39.89467
2008-02-06 12:01:53,116.41072,39.89467
2008-02-06 12:01:54,116.41072,39.89467
2008-02-06 12:01:55,116.41072,39.89467
2008-02-06 12:01:56,116.41072,39.89468
2008-02-06 12:01:58,116.41072,39.89468
2008-02-06 12:01:59,116.41072,39.89468
2008-02-06 12:02:00,116.41072,39.89469
2008-02-06 12:02:01,116.41072,39.89469
2008-02-06 12:02:02,116.41072,39.89469
2008-02-06 12:02:03,116.41072,39.89469
2008-02-06 12:02:04,116.4107,39.89494
2008-02-06 12:02:05,116.41071,39.89494
2008-02-06 12:02:06,116.41072,39.89493
2008-02-06 12:02:07,116.41073,39.89493
2008-02-06 12:02:08,116.41074,39.89493
2008-02-06 12:02:09,116.41074,39.89493
2008-02-06 12:02:10,116.41074,39.89493
2008-02-06 12:02:11,116.41074,39.89493
2008-02-06 12:02:12,116.41075,39.89493
2008-02-06 12:02:13,116.41075,39.89492
2008-02-06 12:02:14,116.41075,39.89492
2008-02-06 12:02:15,116.41076,39.89492
2008-02-06 12:02:16,116.41076,39.89491
2008-02-06 12:02:17,116.41077,39.89491
2008-02-06 12:02:18,116.41077,39.89491
2008-02-06 12:02:19,116.41077,39.8949
2008-02-06 12:02:20,116.41077,39.8949
2008-02-06 12:02:21,116.41077,39.89489
2008-02-06 12:02:22,116.41078,39.89489
2008-02-06 12:02:23,116.41078,39.89488
2008-02-06 12:02:24,116.41078,39.89488
2008-02-06 12:02:25,116.41078,39.89487
2008-02-06 12:02:27,116.41078,39.89486
2008-02-06 12:02:28,116.41077,39.89485
2008-02-06 12:02:29,116.41077,39.89485
2008-02-06 12:02:30,116.41077,39.89484
2008-02-06 12:02:31,116.41077,39.89483
2008-02-06 12:02:32,116.41077,39.89482
2008-02-06 12:02:33,116.41076,39.89482
2008-02-06 12:02:34,116.41076,39.89481
2008-02-06 12:02:35,116.41076,39.8948
2008-02-06 12:02:36,116.41076,39.89479
2008-02-06 12:02:38,116.41075,39.89478
2008-02-06 12:02:39,116.41075,39.89477
2008-02-06 12:02:40,116.41075,39.89475
2008-02-06 12:02:41,116.41075,39.89474
2008-02-06 12:02:42,116.41075,39.89473
2008-02-06 12:02:43,116.41074,39.89473
2008-02-06 12:02:44,116.41074,39.89472
2008-02-06 12:02:45,116.41073,39.89472
2008-02-06 12:02:46,116.41073,39.89472
2008-02-06 12:02:47,116.41073,39.89472
2008-02-06 12:02:48,116.41072,39.89472
2008-02-06 12:02:49,116.41072,39.89472
2008-02-06 12:02:50,116.41072,39.89472
2008-02-06 12:02:51,116.41072,39.89472
2008-02-06 12:02:52,116.41071,39.89472
2008-02-06 12:02:54,116.41071,39.89473
2008-02-06 12:02:55,116.41071,39.89473
2008-02-06 12:02:56,116.41071,39.89474
2008-02-06 12:02:57,116.41071,39.89474
2008-02-06 12:02:58,116.41071,39.89474
2008-02-06 12:02:59,116.41071,39.89474
2008-02-06 12:03:00,116.41071,39.89474
2008-02-06 12:03:02,116.41072,39.89473
2008-02-06 12:03:03,116.41072,39.89473
2008-02-06 12:03:04,116.41072,39.89473
2008-02-06 12:03:05,116.41072,39.89472
2008-02-06 12:03:09,116.41072,39.89471
2008-02-06 12:03:10,116.41072,39.89471
2008-02-06 12:03:11,116.41072,39.89471
2008-02-06 12:03:12,116.41072,39.89471
2008-02-06 12:03:13,116.41072,39.89471
2008-02-06 12:03:14,116.41072,39.89471
2008-02-06 12:03:15,116.41071,39.89471
2008-02-06 12:03:16,116.41071,39.89471
2008-02-06 12:03:17,116.41071,39.89471
2008-02-06 12:03:18,116.41071,39.89471
2008-02-06 12:03:19,116.41071,39.8947
