name,date time,longitude,latitude
366,2008-02-02 19:48:46,116.42806,39.86095
366,2008-02-02 19:48:51,116.42798,39.86074
366,2008-02-02 19:48:56,116.42796,39.8607
366,2008-02-02 19:49:01,116.42801,39.86075
366,2008-02-02 19:49:06,116.42801,39.86075
366,2008-02-02 19:49:11,116.42801,39.86075
366,2008-02-02 19:49:16,116.42801,39.86075
366,2008-02-02 19:49:21,116.428,39.86076
366,2008-02-02 19:49:26,116.428,39.86076
366,2008-02-02 19:49:31,116.42799,39.86077
366,2008-02-02 19:49:36,116.42799,39.86077
366,2008-02-02 19:49:41,116.42799,39.86077
366,2008-02-02 19:49:46,116.42799,39.86077
366,2008-02-02 19:49:51,116.42799,39.86077
366,2008-02-02 19:49:56,116.42799,39.86077
366,2008-02-02 19:50:01,116.42799,39.86077
366,2008-02-02 19:50:06,116.42799,39.86077
366,2008-02-02 19:50:11,116.42798,39.86078
366,2008-02-02 19:50:16,116.42797,39.86078
366,2008-02-02 19:50:21,116.42797,39.86078
366,2008-02-02 19:50:26,116.42797,39.86079
366,2008-02-02 19:50:31,116.42797,39.86079
366,2008-02-02 19:50:36,116.42797,39.86079
366,2008-02-02 19:50:41,116.42796,39.86079
366,2008-02-02 19:50:46,116.42796,39.8608
366,2008-02-02 19:50:51,116.42794,39.86081
366,2008-02-02 19:50:56,116.42794,39.86082
366,2008-02-02 19:51:01,116.42793,39.86082
366,2008-02-02 19:51:05,116.42793,39.86083
366,2008-02-02 19:51:21,116.42793,39.86083
366,2008-02-02 19:51:26,116.42792,39.86083
366,2008-02-02 19:51:31,116.4279,39.86085
366,2008-02-02 19:51:41,116.4279,39.86085
366,2008-02-02 19:51:56,116.42789,39.86086
366,2008-02-02 19:52:01,116.42789,39.86086
366,2008-02-02 19:52:06,116.42788,39.86086
366,2008-02-02 19:52:11,116.42788,39.86086
366,2008-02-02 19:52:16,116.42788,39.86086
366,2008-02-02 19:52:21,116.42788,39.86087
366,2008-02-02 19:52:26,116.42788,39.86087
366,2008-02-02 19:52:31,116.42788,39.86087
366,2008-02-02 19:52:36,116.42788,39.86086
366,2008-02-02 19:52:36,116.42788,39.86086
366,2008-02-02 19:52:41,116.42788,39.86086
366,2008-02-02 19:52:41,116.42788,39.86086
366,2008-02-02 19:52:46,116.42788,39.86087
366,2008-02-02 19:52:51,116.42788,39.86087
366,2008-02-02 19:52:56,116.42787,39.86087
366,2008-02-02 19:53:01,116.42787,39.86087
366,2008-02-02 19:53:06,116.42787,39.86087
366,2008-02-02 19:53:11,116.42788,39.86087
366,2008-02-02 19:53:16,116.42788,39.86087
366,2008-02-02 19:53:21,116.42788,39.86087
366,2008-02-02 19:53:26,116.42787,39.86088
366,2008-02-02 19:53:31,116.42786,39.86088
366,2008-02-02 19:53:36,116.42786,39.86088
366,2008-02-02 19:53:41,116.42785,39.86089
366,2008-02-02 19:53:46,116.42786,39.86087
366,2008-02-02 19:53:51,116.42798,39.86081
366,2008-02-02 19:53:56,116.4281,39.86083
366,2008-02-02 19:54:01,116.42827,39.86084
